-1,1.1
-1,0.9
-0.99,1.0801
-0.99,0.8801
-0.98,1.0604
-0.98,0.8604
-0.97,1.0409
-0.97,0.8409
-0.96,1.0216
-0.96,0.8216
-0.95,1.0025
-0.95,0.8025
-0.94,0.9836
-0.94,0.7836
-0.93,0.9649
-0.93,0.7649
-0.92,0.9464
-0.92,0.7464
-0.91,0.9281
-0.91,0.7281
-0.9,0.91
-0.9,0.71
-0.89,0.8921
-0.89,0.6921
-0.88,0.8744
-0.88,0.6744
-0.87,0.8569
-0.87,0.6569
-0.86,0.8396
-0.86,0.6396
-0.85,0.8225
-0.85,0.6225
-0.84,0.8056
-0.84,0.6056
-0.83,0.7889
-0.83,0.5889
-0.82,0.7724
-0.82,0.5724
-0.81,0.7561
-0.81,0.5561
-0.8,0.74
-0.8,0.54
-0.79,0.7241
-0.79,0.5241
-0.78,0.7084
-0.78,0.5084
-0.77,0.6929
-0.77,0.4929
-0.76,0.6776
-0.76,0.4776
-0.75,0.6625
-0.75,0.4625
-0.74,0.6476
-0.74,0.4476
-0.73,0.6329
-0.73,0.4329
-0.72,0.6184
-0.72,0.4184
-0.71,0.6041
-0.71,0.4041
-0.7,0.59
-0.7,0.39
-0.69,0.5761
-0.69,0.3761
-0.68,0.5624
-0.68,0.3624
-0.67,0.5489
-0.67,0.3489
-0.66,0.5356
-0.66,0.3356
-0.65,0.5225
-0.65,0.3225
-0.64,0.5096
-0.64,0.3096
-0.63,0.4969
-0.63,0.2969
-0.62,0.4844
-0.62,0.2844
-0.61,0.4721
-0.61,0.2721
-0.6,0.46
-0.6,0.26
-0.59,0.4481
-0.59,0.2481
-0.58,0.4364
-0.58,0.2364
-0.57,0.4249
-0.57,0.2249
-0.56,0.4136
-0.56,0.2136
-0.55,0.4025
-0.55,0.2025
-0.54,0.3916
-0.54,0.1916
-0.53,0.3809
-0.53,0.1809
-0.52,0.3704
-0.52,0.1704
-0.51,0.3601
-0.51,0.1601
-0.5,0.35
-0.5,0.15
-0.49,0.3401
-0.49,0.1401
-0.48,0.3304
-0.48,0.1304
-0.47,0.3209
-0.47,0.1209
-0.46,0.3116
-0.46,0.1116
-0.45,0.3025
-0.45,0.1025
-0.44,0.2936
-0.44,0.0936
-0.43,0.2849
-0.43,0.0849
-0.42,0.2764
-0.42,0.0764
-0.41,0.2681
-0.41,0.0681
-0.4,0.26
-0.4,0.06
-0.39,0.2521
-0.39,0.0521
-0.38,0.2444
-0.38,0.0444
-0.37,0.2369
-0.37,0.0369
-0.36,0.2296
-0.36,0.0296
-0.35,0.2225
-0.35,0.0225
-0.34,0.2156
-0.34,0.0156
-0.33,0.2089
-0.33,0.0089
-0.32,0.2024
-0.32,0.0024
-0.31,0.1961
-0.31,-0.0039
-0.3,0.19
-0.3,-0.01
-0.29,0.1841
-0.29,-0.0159
-0.28,0.1784
-0.28,-0.0216
-0.27,0.1729
-0.27,-0.0271
-0.26,0.1676
-0.26,-0.0324
-0.25,0.1625
-0.25,-0.0375
-0.24,0.1576
-0.24,-0.0424
-0.23,0.1529
-0.23,-0.0471
-0.22,0.1484
-0.22,-0.0516
-0.21,0.1441
-0.21,-0.0559
-0.2,0.14
-0.2,-0.06
-0.19,0.1361
-0.19,-0.0639
-0.18,0.1324
-0.18,-0.0676
-0.17,0.1289
-0.17,-0.0711
-0.16,0.1256
-0.16,-0.0744
-0.15,0.1225
-0.15,-0.0775
-0.14,0.1196
-0.14,-0.0804
-0.13,0.1169
-0.13,-0.0831
-0.12,0.1144
-0.12,-0.0856
-0.11,0.1121
-0.11,-0.0879
-0.1,0.11
-0.1,-0.09
-0.09,0.1081
-0.09,-0.0919
-0.08,0.1064
-0.08,-0.0936
-0.07,0.1049
-0.07,-0.0951
-0.06,0.1036
-0.06,-0.0964
-0.05,0.1025
-0.05,-0.0975
-0.04,0.1016
-0.04,-0.0984
-0.03,0.1009
-0.03,-0.0991
-0.02,0.1004
-0.02,-0.0996
-0.01,0.1001
-0.01,-0.0999
0,0.1
0,-0.1
0.01,0.1001
0.01,-0.0999
0.02,0.1004
0.02,-0.0996
0.03,0.1009
0.03,-0.0991
0.04,0.1016
0.04,-0.0984
0.05,0.1025
0.05,-0.0975
0.06,0.1036
0.06,-0.0964
0.07,0.1049
0.07,-0.0951
0.08,0.1064
0.08,-0.0936
0.09,0.1081
0.09,-0.0919
0.1,0.11
0.1,-0.09
0.11,0.1121
0.11,-0.0879
0.12,0.1144
0.12,-0.0856
0.13,0.1169
0.13,-0.0831
0.14,0.1196
0.14,-0.0804
0.15,0.1225
0.15,-0.0775
0.16,0.1256
0.16,-0.0744
0.17,0.1289
0.17,-0.0711
0.18,0.1324
0.18,-0.0676
0.19,0.1361
0.19,-0.0639
0.2,0.14
0.2,-0.06
0.21,0.1441
0.21,-0.0559
0.22,0.1484
0.22,-0.0516
0.23,0.1529
0.23,-0.0471
0.24,0.1576
0.24,-0.0424
0.25,0.1625
0.25,-0.0375
0.26,0.1676
0.26,-0.0324
0.27,0.1729
0.27,-0.0271
0.28,0.1784
0.28,-0.0216
0.29,0.1841
0.29,-0.0159
0.3,0.19
0.3,-0.01
0.31,0.1961
0.31,-0.0039
0.32,0.2024
0.32,0.0024
0.33,0.2089
0.33,0.0089
0.34,0.2156
0.34,0.0156
0.35,0.2225
0.35,0.0225
0.36,0.2296
0.36,0.0296
0.37,0.2369
0.37,0.0369
0.38,0.2444
0.38,0.0444
0.39,0.2521
0.39,0.0521
0.4,0.26
0.4,0.06
0.41,0.2681
0.41,0.0681
0.42,0.2764
0.42,0.0764
0.43,0.2849
0.43,0.0849
0.44,0.2936
0.44,0.0936
0.45,0.3025
0.45,0.1025
0.46,0.3116
0.46,0.1116
0.47,0.3209
0.47,0.1209
0.48,0.3304
0.48,0.1304
0.49,0.3401
0.49,0.1401
0.5,0.35
0.5,0.15
0.51,0.3601
0.51,0.1601
0.52,0.3704
0.52,0.1704
0.53,0.3809
0.53,0.1809
0.54,0.3916
0.54,0.1916
0.55,0.4025
0.55,0.2025
0.56,0.4136
0.56,0.2136
0.57,0.4249
0.57,0.2249
0.58,0.4364
0.58,0.2364
0.59,0.4481
0.59,0.2481
0.6,0.46
0.6,0.26
0.61,0.4721
0.61,0.2721
0.62,0.4844
0.62,0.2844
0.63,0.4969
0.63,0.2969
0.64,0.5096
0.64,0.3096
0.65,0.5225
0.65,0.3225
0.66,0.5356
0.66,0.3356
0.67,0.5489
0.67,0.3489
0.68,0.5624
0.68,0.3624
0.69,0.5761
0.69,0.3761
0.7,0.59
0.7,0.39
0.71,0.6041
0.71,0.4041
0.72,0.6184
0.72,0.4184
0.73,0.6329
0.73,0.4329
0.74,0.6476
0.74,0.4476
0.75,0.6625
0.75,0.4625
0.76,0.6776
0.76,0.4776
0.77,0.6929
0.77,0.4929
0.78,0.7084
0.78,0.5084
0.79,0.7241
0.79,0.5241
0.8,0.74
0.8,0.54
0.81,0.7561
0.81,0.5561
0.82,0.7724
0.82,0.5724
0.83,0.7889
0.83,0.5889
0.84,0.8056
0.84,0.6056
0.85,0.8225
0.85,0.6225
0.86,0.8396
0.86,0.6396
0.87,0.8569
0.87,0.6569
0.88,0.8744
0.88,0.6744
0.89,0.8921
0.89,0.6921
0.9,0.91
0.9,0.71
0.91,0.9281
0.91,0.7281
0.92,0.9464
0.92,0.7464
0.93,0.9649
0.93,0.7649
0.94,0.9836
0.94,0.7836
0.95,1.0025
0.95,0.8025
0.96,1.0216
0.96,0.8216
0.97,1.0409
0.97,0.8409
0.98,1.0604
0.98,0.8604
0.99,1.0801
0.99,0.8801
1,1.1
1,0.9
